,RGBI_measurement,HSV_measurement,color_measurement,ambient_measurement,reflected_measurement,color_real
85,"[164, 172, 174, 165]","(0, 0, 97)",white,0,100,grey_new
86,"[191, 191, 191, 191]","(0, 0, 97)",white,0,100,grey_new
87,"[163, 170, 172, 164]","(0, 0, 97)",white,0,75,grey_new
88,"[191, 191, 191, 191]","(0, 0, 97)",white,0,99,grey_new
89,"[191, 191, 191, 191]","(0, 0, 97)",white,1,75,grey_new
90,"[143, 146, 146, 144]","(0, 0, 97)",white,0,99,grey_new
91,"[191, 191, 191, 191]","(0, 0, 97)",white,0,75,grey_new
92,"[191, 191, 191, 191]","(0, 0, 97)",white,1,100,grey_new
93,"[191, 191, 191, 191]","(0, 0, 97)",white,0,75,grey_new
94,"[127, 127, 127, 127]","(0, 0, 97)",white,0,75,grey_new
95,"[191, 191, 191, 191]","(0, 0, 97)",white,0,75,grey_new
96,"[191, 191, 191, 191]","(0, 0, 97)",white,0,100,grey_new
97,"[191, 191, 191, 191]","(0, 0, 97)",white,0,75,grey_new
98,"[191, 191, 191, 191]","(0, 0, 97)",white,0,75,grey_new
99,"[127, 127, 127, 127]","(0, 0, 97)",white,1,100,grey_new
100,"[191, 191, 191, 191]","(0, 0, 97)",white,0,75,grey_new
101,"[127, 127, 127, 127]","(0, 0, 97)",white,2,75,grey_new
102,"[191, 191, 191, 191]","(0, 0, 97)",white,2,75,grey_new
103,"[127, 127, 127, 127]","(0, 0, 97)",white,1,75,grey_new
104,"[166, 175, 176, 167]","(0, 0, 97)",white,0,99,grey_new
105,"[127, 127, 127, 127]","(0, 0, 97)",white,0,75,grey_new
106,"[191, 191, 191, 191]","(0, 0, 97)",white,0,75,grey_new
107,"[138, 140, 141, 139]","(0, 0, 97)",white,2,75,grey_new
108,"[191, 191, 191, 191]","(0, 0, 97)",white,1,75,grey_new
109,"[152, 158, 159, 154]","(0, 0, 97)",white,1,75,grey_new
110,"[191, 191, 191, 191]","(0, 0, 97)",white,0,75,grey_new
111,"[191, 191, 191, 191]","(0, 0, 97)",white,0,75,grey_new
112,"[148, 153, 154, 149]","(0, 0, 97)",white,0,100,grey_new
113,"[127, 127, 127, 127]","(0, 0, 97)",white,0,75,grey_new
114,"[191, 191, 191, 191]","(0, 0, 97)",white,1,75,grey_new
115,"[191, 191, 191, 191]","(0, 0, 97)",white,0,75,grey_new
116,"[191, 191, 191, 191]","(0, 0, 97)",white,0,75,grey_new
117,"[143, 146, 147, 144]","(0, 0, 97)",white,1,75,grey_new
118,"[191, 191, 191, 191]","(0, 0, 97)",white,1,75,grey_new
119,"[191, 191, 191, 191]","(0, 0, 97)",white,1,75,grey_new
