,RGBI_measurement,HSV_measurement,color_measurement,ambient_measurement,reflected_measurement,color_real
87,"[16, 7, 10, 25]","(339, 53, 11)",black,0,17,magenta
88,"[19, 8, 12, 30]","(339, 54, 11)",black,0,18,magenta
89,"[19, 8, 12, 30]","(339, 54, 11)",black,0,18,magenta
90,"[22, 9, 14, 35]","(337, 54, 11)",black,0,18,magenta
91,"[22, 9, 14, 35]","(338, 54, 11)",black,0,18,magenta
92,"[21, 9, 13, 33]","(337, 53, 11)",black,0,17,magenta
93,"[22, 9, 14, 35]","(338, 54, 11)",black,0,17,magenta
94,"[22, 9, 14, 35]","(338, 53, 11)",black,0,18,magenta
95,"[22, 9, 14, 35]","(339, 52, 11)",black,0,14,magenta
96,"[22, 9, 14, 35]","(340, 53, 11)",black,0,17,magenta
97,"[22, 9, 14, 35]","(339, 53, 11)",black,0,13,magenta
98,"[22, 9, 14, 35]","(337, 53, 11)",black,0,17,magenta
99,"[22, 9, 14, 35]","(338, 53, 11)",black,0,16,magenta
100,"[22, 9, 14, 36]","(338, 53, 11)",black,0,16,magenta
101,"[15, 6, 9, 23]","(338, 53, 11)",black,0,16,magenta
102,"[18, 8, 11, 29]","(338, 53, 11)",black,0,18,magenta
103,"[22, 9, 14, 35]","(338, 53, 11)",black,0,16,magenta
104,"[22, 9, 14, 35]","(338, 53, 11)",black,0,16,magenta
105,"[17, 7, 11, 28]","(338, 53, 11)",black,0,16,magenta
106,"[22, 9, 14, 35]","(339, 53, 11)",black,0,16,magenta
107,"[22, 9, 14, 35]","(338, 54, 11)",black,0,16,magenta
108,"[22, 9, 14, 35]","(338, 53, 11)",black,0,16,magenta
109,"[20, 9, 13, 33]","(338, 54, 11)",black,0,18,magenta
110,"[22, 9, 14, 35]","(338, 53, 11)",black,0,16,magenta
111,"[22, 9, 14, 35]","(338, 54, 11)",black,0,16,magenta
112,"[16, 7, 10, 26]","(338, 53, 11)",black,0,16,magenta
113,"[22, 9, 14, 36]","(339, 53, 11)",black,0,18,magenta
114,"[22, 9, 14, 35]","(338, 53, 11)",black,0,16,magenta
115,"[22, 9, 14, 35]","(339, 54, 11)",black,0,16,magenta
116,"[22, 9, 14, 35]","(338, 54, 11)",black,0,16,magenta
117,"[22, 9, 14, 35]","(338, 53, 11)",black,0,16,magenta
118,"[22, 9, 14, 35]","(338, 53, 11)",black,0,13,magenta
119,"[20, 8, 13, 32]","(338, 53, 11)",black,0,16,magenta
